FIPS,FIPSTEXT,y17_M110_valueText,y17_M110_classRange,y17_M110_valueNumeric,y17_M111_valueText,y17_M111_classRange,y17_M111_valueNumeric,y17_M112_valueText,y17_M112_classRange,y17_M112_valueNumeric,y17_M113_valueText,y17_M113_classRange,y17_M113_valueNumeric,y17_M114_valueText,y17_M114_classRange,y17_M114_valueNumeric,y17_M115_valueText,y17_M115_classRange,y17_M115_valueNumeric,y17_M116_valueText,y17_M116_classRange,y17_M116_valueNumeric,y17_M117_valueText,y17_M117_classRange,y17_M117_valueNumeric,y17_M118_valueText,y17_M118_classRange,y17_M118_valueNumeric,y17_M119_valueText,y17_M119_classRange,y17_M119_valueNumeric,y17_M120_valueText,y17_M120_classRange,y17_M120_valueNumeric,y17_M121_valueText,y17_M121_classRange,y17_M121_valueNumeric,y17_M122_valueText,y17_M122_classRange,y17_M122_valueNumeric
29187,29187,0.83,Negligible Change,0.83,16,10 - 24,16.00,11923,"10,000 - 24,999",11923.00,59.36,55 - 64,59.36,-0.88,Sparse Data,-0.88,0.95,Negligible Change,0.95,9296,"Less than 20,000",9296.00,-2.09,Sparse Data,-2.09,0.19,Sparse Data,0.19,718,500 - 999,718.00,142,100 - 499,142.00,564,500 - 999,564.00,822,500 - 999,822.00
29189,29189,-8.24,Sparse Data,-8.24,1,Less than 10,1.00,101,"Less than 10,000",101.00,37.69,35 - 44,37.69,0.00,Sparse Data,0.00,-11.48,Sparse Data,-11.48,(D),"Less than 20,000",,(D),Sparse Data,,1.14,Sparse Data,1.14,(D),Less than 100,,(D),Less than 100,,(D),Less than 100,,1004,"1,000 - 1,499",1004.00
29195,29195,-0.21,Sparse Data,-0.21,5,Less than 10,5.00,12573,"10,000 - 24,999",12573.00,54.91,45 - 54,54.91,(D),Sparse Data,,(D),Negligible Change,,12442,"Less than 20,000",12442.00,1.14,Slight Increase,1.14,-1.40,Sparse Data,-1.40,254,100 - 499,254.00,85,Less than 100,85.00,169,100 - 499,169.00,259,100 - 499,259.00
29197,29197,1.25,Slight Increase,1.25,20,10 - 24,20.00,17436,"10,000 - 24,999",17436.00,51.27,45 - 54,51.27,(D),Sparse Data,,(D),Slight Increase,,22450,"20,000 - 49,999",22450.00,0.64,Sparse Data,0.64,-0.01,Sparse Data,-0.01,1164,"1,000 - 1,499",1164.00,(D),Less than 100,,1138,"1,000 - 1,499",1138.00,874,500 - 999,874.00
29199,29199,0.84,Negligible Change,0.84,12,10 - 24,12.00,13085,"10,000 - 24,999",13085.00,42.14,35 - 44,42.14,0.31,Negligible Change,0.31,0.63,Negligible Change,0.63,23669,"20,000 - 49,999",23669.00,1.60,Slight Increase,1.60,0.69,Sparse Data,0.69,452,100 - 499,452.00,33,Less than 100,33.00,419,100 - 499,419.00,537,500 - 999,537.00
29201,29201,-0.45,Sparse Data,-0.45,3,Less than 10,3.00,3886,"Less than 10,000",3886.00,53.02,45 - 54,53.02,(D),Sparse Data,,(D),Sparse Data,,4045,"Less than 20,000",4045.00,2.76,Significant Increase,2.76,0.31,Sparse Data,0.31,189,100 - 499,189.00,(D),Less than 100,,(D),100 - 499,,109,100 - 499,109.00
29203,29203,1.37,Slight Increase,1.37,20,10 - 24,20.00,13558,"10,000 - 24,999",13558.00,53.30,45 - 54,53.30,-4.40,Sparse Data,-4.40,1.18,Slight Increase,1.18,11842,"Less than 20,000",11842.00,1.38,Sparse Data,1.38,-1.10,Sparse Data,-1.10,478,100 - 499,478.00,(D),Less than 100,,455,100 - 499,455.00,484,100 - 499,484.00
29205,29205,-1.37,Slight Decrease,-1.37,5,Less than 10,5.00,8550,"Less than 10,000",8550.00,56.88,55 - 64,56.88,-12.89,Sparse Data,-12.89,-0.08,Sparse Data,-0.08,8343,"Less than 20,000",8343.00,2.00,Significant Increase,2.00,-0.39,Sparse Data,-0.39,53,Less than 100,53.00,(D),Less than 100,,(D),Less than 100,,287,100 - 499,287.00
29207,29207,0.09,Sparse Data,0.09,2,Less than 10,2.00,4836,"Less than 10,000",4836.00,45.01,45 - 54,45.01,-11.47,Sparse Data,-11.47,0.33,Sparse Data,0.33,6535,"Less than 20,000",6535.00,-15.01,Sparse Data,-15.01,0.75,Negligible Change,0.75,126,100 - 499,126.00,(D),Less than 100,,(D),100 - 499,,501,500 - 999,501.00
29209,29209,0.76,Negligible Change,0.76,29,25 - 49,29.00,17318,"10,000 - 24,999",17318.00,56.66,55 - 64,56.66,0.69,Negligible Change,0.69,0.99,Negligible Change,0.99,13731,"Less than 20,000",13731.00,2.19,Sparse Data,2.19,0.54,Sparse Data,0.54,863,500 - 999,863.00,245,100 - 499,245.00,618,500 - 999,618.00,617,500 - 999,617.00
29211,29211,0.34,Negligible Change,0.34,14,10 - 24,14.00,27394,"25,000 - 49,999",27394.00,61.51,55 - 64,61.51,(D),Sparse Data,,(D),Negligible Change,,24257,"20,000 - 49,999",24257.00,-0.30,Negligible Change,-0.30,-2.54,Sparse Data,-2.54,225,100 - 499,225.00,14,Less than 100,14.00,211,100 - 499,211.00,348,100 - 499,348.00
29213,29213,0.36,Sparse Data,0.36,15,10 - 24,15.00,9839,"Less than 10,000",9839.00,62.68,55 - 64,62.68,(D),Sparse Data,,(D),Negligible Change,,7645,"Less than 20,000",7645.00,-1.26,Sparse Data,-1.26,0.72,Sparse Data,0.72,278,100 - 499,278.00,134,100 - 499,134.00,144,100 - 499,144.00,411,100 - 499,411.00
29215,29215,0.87,Negligible Change,0.87,22,10 - 24,22.00,52066,"50,000 - 99,999",52066.00,60.67,55 - 64,60.67,-0.19,Sparse Data,-0.19,1.00,Negligible Change,1.00,40968,"20,000 - 49,999",40968.00,1.77,Sparse Data,1.77,0.42,Negligible Change,0.42,3045,"2,000 or more",3045.00,397,100 - 499,397.00,2566,"2,000 or more",2566.00,1254,"1,000 - 1,499",1254.00
29217,29217,0.64,Negligible Change,0.64,17,10 - 24,17.00,42794,"25,000 - 49,999",42794.00,56.79,55 - 64,56.79,(D),Negligible Change,,(D),Negligible Change,,36853,"20,000 - 49,999",36853.00,(D),Significant Decrease,,-0.63,Negligible Change,-0.63,1658,"1,500 - 1,999",1658.00,99,Less than 100,99.00,1559,"1,500 - 1,999",1559.00,1389,"1,000 - 1,499",1389.00
29219,29219,0.73,Negligible Change,0.73,11,10 - 24,11.00,7841,"Less than 10,000",7841.00,56.32,55 - 64,56.32,(D),Slight Increase,,(D),Negligible Change,,7712,"Less than 20,000",7712.00,0.13,Sparse Data,0.13,-0.95,Sparse Data,-0.95,480,100 - 499,480.00,88,Less than 100,88.00,392,100 - 499,392.00,449,100 - 499,449.00
29221,29221,-0.40,Sparse Data,-0.40,14,10 - 24,14.00,10039,"10,000 - 24,999",10039.00,67.41,65 or more,67.41,0.00,Sparse Data,0.00,0.44,Sparse Data,0.44,8002,"Less than 20,000",8002.00,-3.92,Sparse Data,-3.92,-0.93,Sparse Data,-0.93,464,100 - 499,464.00,110,100 - 499,110.00,262,100 - 499,262.00,493,100 - 499,493.00
29223,29223,-0.43,Sparse Data,-0.43,12,10 - 24,12.00,7062,"Less than 10,000",7062.00,61.98,55 - 64,61.98,1.39,Sparse Data,1.39,0.72,Negligible Change,0.72,5895,"Less than 20,000",5895.00,(D),Sparse Data,,-1.36,Slight Decrease,-1.36,719,500 - 999,719.00,(D),Less than 100,,(D),500 - 999,,314,100 - 499,314.00
29225,29225,0.38,Negligible Change,0.38,31,25 - 49,31.00,41188,"25,000 - 49,999",41188.00,50.82,45 - 54,50.82,-1.62,Slight Decrease,-1.62,1.31,Slight Increase,1.31,37068,"20,000 - 49,999",37068.00,0.93,Sparse Data,0.93,0.24,Sparse Data,0.24,665,500 - 999,665.00,125,100 - 499,125.00,540,500 - 999,540.00,2887,"2,000 or more",2887.00
29227,29227,0.15,Sparse Data,0.15,11,10 - 24,11.00,7895,"Less than 10,000",7895.00,56.03,55 - 64,56.03,(D),Sparse Data,,(D),Sparse Data,,7053,"Less than 20,000",7053.00,(D),Sparse Data,,(D),Sparse Data,,106,100 - 499,106.00,49,Less than 100,49.00,53,Less than 100,53.00,114,100 - 499,114.00
29229,29229,0.38,Negligible Change,0.38,27,25 - 49,27.00,43791,"25,000 - 49,999",43791.00,57.29,55 - 64,57.29,-0.20,Negligible Change,-0.20,0.93,Negligible Change,0.93,34589,"20,000 - 49,999",34589.00,-1.32,Sparse Data,-1.32,0.89,Negligible Change,0.89,2423,"2,000 or more",2423.00,(D),100 - 499,,2238,"2,000 or more",2238.00,1120,"1,000 - 1,499",1120.00
30001,30001,-0.71,Negligible Change,-0.71,10,10 - 24,10.00,71890,"50,000 - 99,999",71890.00,56.72,55 - 64,56.72,-0.81,Sparse Data,-0.81,-0.23,Negligible Change,-0.23,76312,"50,000 - 99,999",76312.00,(D),Sparse Data,,-0.38,Negligible Change,-0.38,159,100 - 499,159.00,54,Less than 100,54.00,105,100 - 499,105.00,1935,"1,500 - 1,999",1935.00
30003,30003,0.34,Negligible Change,0.34,3,Less than 10,3.00,52726,"50,000 - 99,999",52726.00,62.97,55 - 64,62.97,-9.18,Sparse Data,-9.18,0.31,Negligible Change,0.31,54437,"50,000 - 99,999",54437.00,13.17,Sparse Data,13.17,-0.56,Sparse Data,-0.56,225,100 - 499,225.00,(D),Less than 100,,(D),100 - 499,,2649,"2,000 or more",2649.00
30005,30005,0.08,Sparse Data,0.08,3,Less than 10,3.00,44917,"25,000 - 49,999",44917.00,63.53,55 - 64,63.53,(D),Sparse Data,,(D),Sparse Data,,50326,"50,000 - 99,999",50326.00,(D),Sparse Data,,-1.51,Slight Decrease,-1.51,287,100 - 499,287.00,0,Less than 100,0.00,287,100 - 499,287.00,1482,"1,000 - 1,499",1482.00
30007,30007,-0.10,Sparse Data,-0.10,5,Less than 10,5.00,12983,"10,000 - 24,999",12983.00,56.07,55 - 64,56.07,(D),Sparse Data,,(D),Sparse Data,,16053,"Less than 20,000",16053.00,(D),Sparse Data,,(D),Sparse Data,,100,100 - 499,100.00,18,Less than 100,18.00,82,Less than 100,82.00,777,500 - 999,777.00
30009,30009,0.29,Negligible Change,0.29,10,10 - 24,10.00,33800,"25,000 - 49,999",33800.00,43.03,35 - 44,43.03,-1.99,Sparse Data,-1.99,-0.06,Sparse Data,-0.06,65435,"50,000 - 99,999",65435.00,-4.57,Sparse Data,-4.57,-0.39,Negligible Change,-0.39,434,100 - 499,434.00,244,100 - 499,244.00,190,100 - 499,190.00,2377,"2,000 or more",2377.00
30011,30011,-0.11,Negligible Change,-0.11,5,Less than 10,5.00,54399,"50,000 - 99,999",54399.00,59.61,55 - 64,59.61,-6.75,Sparse Data,-6.75,0.18,Negligible Change,0.18,64724,"50,000 - 99,999",64724.00,-64.79,Sparse Data,-64.79,-0.45,Negligible Change,-0.45,76,Less than 100,76.00,(D),Less than 100,,(D),Less than 100,,1063,"1,000 - 1,499",1063.00
30013,30013,0.14,Negligible Change,0.14,5,Less than 10,5.00,40567,"25,000 - 49,999",40567.00,62.59,55 - 64,62.59,-0.40,Sparse Data,-0.40,0.22,Negligible Change,0.22,42187,"20,000 - 49,999",42187.00,9.04,Sparse Data,9.04,0.06,Sparse Data,0.06,744,500 - 999,744.00,(D),100 - 499,,533,500 - 999,533.00,2506,"2,000 or more",2506.00
30015,30015,0.05,Sparse Data,0.05,2,Less than 10,2.00,25818,"25,000 - 49,999",25818.00,68.58,65 or more,68.58,(D),Sparse Data,,(D),Negligible Change,,25045,"20,000 - 49,999",25045.00,(D),Sparse Data,,-1.75,Slight Decrease,-1.75,289,100 - 499,289.00,(D),100 - 499,,149,100 - 499,149.00,570,500 - 999,570.00
30017,30017,-0.76,Negligible Change,-0.76,4,Less than 10,4.00,55681,"50,000 - 99,999",55681.00,61.22,55 - 64,61.22,(D),Sparse Data,,(D),Negligible Change,,64259,"50,000 - 99,999",64259.00,(D),Sparse Data,,0.17,Sparse Data,0.17,(D),100 - 499,,34,Less than 100,34.00,(D),100 - 499,,1428,"1,000 - 1,499",1428.00
30019,30019,0.01,Sparse Data,0.01,2,Less than 10,2.00,11403,"10,000 - 24,999",11403.00,79.12,65 or more,79.12,0.00,Sparse Data,0.00,0.61,Negligible Change,0.61,10718,"Less than 20,000",10718.00,(D),Sparse Data,,1.23,Sparse Data,1.23,(D),100 - 499,,0,Less than 100,0.00,(D),100 - 499,,267,100 - 499,267.00
30021,30021,-0.38,Negligible Change,-0.38,3,Less than 10,3.00,24599,"10,000 - 24,999",24599.00,67.53,65 or more,67.53,-4.45,Sparse Data,-4.45,-0.02,Sparse Data,-0.02,34140,"20,000 - 49,999",34140.00,(D),Sparse Data,,0.27,Sparse Data,0.27,296,100 - 499,296.00,64,Less than 100,64.00,232,100 - 499,232.00,973,500 - 999,973.00
30023,30023,1.02,Sparse Data,1.02,10,10 - 24,10.00,4845,"Less than 10,000",4845.00,65.82,65 or more,65.82,(D),Sparse Data,,(D),Sparse Data,,5261,"Less than 20,000",5261.00,(D),Sparse Data,,-1.65,Sparse Data,-1.65,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,179,100 - 499,179.00
30025,30025,-0.72,Negligible Change,-0.72,5,Less than 10,5.00,28751,"25,000 - 49,999",28751.00,62.41,55 - 64,62.41,11.30,Sparse Data,11.30,-0.07,Sparse Data,-0.07,40365,"20,000 - 49,999",40365.00,(D),Sparse Data,,0.82,Negligible Change,0.82,67,Less than 100,67.00,(D),Less than 100,,(D),Less than 100,,649,500 - 999,649.00
30027,30027,0.61,Negligible Change,0.61,5,Less than 10,5.00,80255,"50,000 - 99,999",80255.00,67.25,65 or more,67.25,-0.72,Sparse Data,-0.72,0.67,Negligible Change,0.67,101216,"100,000 - 249,999",101216.00,-13.84,Sparse Data,-13.84,0.36,Sparse Data,0.36,121,100 - 499,121.00,35,Less than 100,35.00,80,Less than 100,80.00,1828,"1,500 - 1,999",1828.00
30029,30029,-0.01,Sparse Data,-0.01,5,Less than 10,5.00,5632,"Less than 10,000",5632.00,66.72,65 or more,66.72,(D),Sparse Data,,(D),Sparse Data,,4960,"Less than 20,000",4960.00,9.60,Sparse Data,9.60,0.85,Sparse Data,0.85,427,100 - 499,427.00,179,100 - 499,179.00,222,100 - 499,222.00,2677,"2,000 or more",2677.00
30031,30031,-0.73,Negligible Change,-0.73,6,Less than 10,6.00,19974,"10,000 - 24,999",19974.00,48.67,45 - 54,48.67,-0.87,Sparse Data,-0.87,-0.44,Negligible Change,-0.44,24521,"20,000 - 49,999",24521.00,-14.88,Sparse Data,-14.88,0.78,Negligible Change,0.78,890,500 - 999,890.00,589,500 - 999,589.00,281,100 - 499,281.00,4632,"2,000 or more",4632.00
30033,30033,-0.54,Negligible Change,-0.54,3,Less than 10,3.00,47316,"25,000 - 49,999",47316.00,63.71,55 - 64,63.71,-8.09,Sparse Data,-8.09,-0.27,Negligible Change,-0.27,48448,"20,000 - 49,999",48448.00,(D),Sparse Data,,-0.70,Negligible Change,-0.70,16,Less than 100,16.00,0,Less than 100,0.00,16,Less than 100,16.00,937,500 - 999,937.00
30035,30035,-0.28,Negligible Change,-0.28,4,Less than 10,4.00,32303,"25,000 - 49,999",32303.00,73.69,65 or more,73.69,-0.69,Sparse Data,-0.69,0.24,Negligible Change,0.24,34370,"20,000 - 49,999",34370.00,-1.94,Sparse Data,-1.94,-1.58,Slight Decrease,-1.58,428,100 - 499,428.00,(D),100 - 499,,313,100 - 499,313.00,4727,"2,000 or more",4727.00
30037,30037,-1.19,Slight Decrease,-1.19,2,Less than 10,2.00,11845,"10,000 - 24,999",11845.00,71.86,65 or more,71.86,(D),Sparse Data,,(D),Sparse Data,,10280,"Less than 20,000",10280.00,(D),Sparse Data,,-0.28,Negligible Change,-0.28,(D),500 - 999,,(D),Less than 100,,(D),500 - 999,,229,100 - 499,229.00
30039,30039,0.00,Sparse Data,0.00,7,Less than 10,7.00,14262,"10,000 - 24,999",14262.00,73.55,65 or more,73.55,(D),Sparse Data,,(D),Negligible Change,,13979,"Less than 20,000",13979.00,(D),Sparse Data,,1.38,Slight Increase,1.38,38,Less than 100,38.00,13,Less than 100,13.00,16,Less than 100,16.00,694,500 - 999,694.00
30041,30041,-1.32,Slight Decrease,-1.32,1,Less than 10,1.00,12111,"10,000 - 24,999",12111.00,71.98,65 or more,71.98,(D),Sparse Data,,(D),Negligible Change,,19712,"Less than 20,000",19712.00,(D),Sparse Data,,-0.85,Sparse Data,-0.85,11,Less than 100,11.00,0,Less than 100,0.00,11,Less than 100,11.00,679,500 - 999,679.00
30043,30043,-0.35,Negligible Change,-0.35,7,Less than 10,7.00,16764,"10,000 - 24,999",16764.00,67.38,65 or more,67.38,8.02,Sparse Data,8.02,0.14,Sparse Data,0.14,15339,"Less than 20,000",15339.00,-6.54,Sparse Data,-6.54,1.65,Slight Increase,1.65,175,100 - 499,175.00,122,100 - 499,122.00,(D),Less than 100,,930,500 - 999,930.00
30045,30045,-0.55,Negligible Change,-0.55,8,Less than 10,8.00,36768,"25,000 - 49,999",36768.00,51.00,45 - 54,51.00,(D),Sparse Data,,(D),Negligible Change,,60276,"50,000 - 99,999",60276.00,-14.80,Sparse Data,-14.80,0.22,Negligible Change,0.22,50,Less than 100,50.00,(D),Less than 100,,(D),Less than 100,,800,500 - 999,800.00
30047,30047,0.87,Negligible Change,0.87,9,Less than 10,9.00,27745,"25,000 - 49,999",27745.00,49.44,45 - 54,49.44,12.03,Sparse Data,12.03,0.13,Sparse Data,0.13,38096,"20,000 - 49,999",38096.00,-17.15,Sparse Data,-17.15,-0.67,Sparse Data,-0.67,252,100 - 499,252.00,58,Less than 100,58.00,128,100 - 499,128.00,2701,"2,000 or more",2701.00
30049,30049,0.16,Sparse Data,0.16,5,Less than 10,5.00,24243,"10,000 - 24,999",24243.00,60.30,55 - 64,60.30,1.51,Sparse Data,1.51,0.02,Sparse Data,0.02,23074,"20,000 - 49,999",23074.00,(D),Sparse Data,,-0.47,Negligible Change,-0.47,534,500 - 999,534.00,54,Less than 100,54.00,444,100 - 499,444.00,2642,"2,000 or more",2642.00
30051,30051,-1.64,Slight Decrease,-1.64,1,Less than 10,1.00,7970,"Less than 10,000",7970.00,77.79,65 or more,77.79,-1.00,Sparse Data,-1.00,-0.99,Negligible Change,-0.99,6832,"Less than 20,000",6832.00,5.12,Sparse Data,5.12,(D),Sparse Data,,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,(D),Less than 100,
30053,30053,-0.40,Sparse Data,-0.40,4,Less than 10,4.00,1114,"Less than 10,000",1114.00,53.02,45 - 54,53.02,(D),Sparse Data,,(D),Sparse Data,,1639,"Less than 20,000",1639.00,(D),Sparse Data,,(D),Sparse Data,,90,Less than 100,90.00,15,Less than 100,15.00,14,Less than 100,14.00,846,500 - 999,846.00
30055,30055,0.26,Negligible Change,0.26,3,Less than 10,3.00,27437,"25,000 - 49,999",27437.00,68.00,65 or more,68.00,(D),Sparse Data,,(D),Negligible Change,,33969,"20,000 - 49,999",33969.00,(D),Sparse Data,,0.22,Negligible Change,0.22,35,Less than 100,35.00,(D),Less than 100,,(D),Less than 100,,1149,"1,000 - 1,499",1149.00
30057,30057,0.26,Negligible Change,0.26,9,Less than 10,9.00,52292,"50,000 - 99,999",52292.00,64.75,55 - 64,64.75,-6.24,Sparse Data,-6.24,0.43,Negligible Change,0.43,56393,"50,000 - 99,999",56393.00,23.34,Sparse Data,23.34,0.41,Negligible Change,0.41,982,500 - 999,982.00,(D),Less than 100,,895,500 - 999,895.00,2561,"2,000 or more",2561.00
30059,30059,0.63,Negligible Change,0.63,6,Less than 10,6.00,31141,"25,000 - 49,999",31141.00,61.07,55 - 64,61.07,(D),Sparse Data,,(D),Negligible Change,,31094,"20,000 - 49,999",31094.00,(D),Sparse Data,,(D),Sparse Data,,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,693,500 - 999,693.00
30061,30061,0.85,Sparse Data,0.85,2,Less than 10,2.00,297,"Less than 10,000",297.00,67.81,65 or more,67.81,(D),Sparse Data,,(D),Sparse Data,,343,"Less than 20,000",343.00,26.05,Sparse Data,26.05,0.00,Sparse Data,0.00,32,Less than 100,32.00,12,Less than 100,12.00,20,Less than 100,20.00,375,100 - 499,375.00
30063,30063,-2.51,Significant Decrease,-2.51,2,Less than 10,2.00,3735,"Less than 10,000",3735.00,64.71,55 - 64,64.71,0.00,Sparse Data,0.00,-1.08,Slight Decrease,-1.08,3302,"Less than 20,000",3302.00,11.92,Sparse Data,11.92,-1.21,Slight Decrease,-1.21,199,100 - 499,199.00,95,Less than 100,95.00,66,Less than 100,66.00,1894,"1,500 - 1,999",1894.00
30065,30065,0.42,Negligible Change,0.42,4,Less than 10,4.00,25131,"25,000 - 49,999",25131.00,64.67,55 - 64,64.67,16.86,Sparse Data,16.86,0.47,Negligible Change,0.47,29874,"20,000 - 49,999",29874.00,6.06,Sparse Data,6.06,1.22,Slight Increase,1.22,199,100 - 499,199.00,46,Less than 100,46.00,153,100 - 499,153.00,1089,"1,000 - 1,499",1089.00
30067,30067,-0.66,Negligible Change,-0.66,5,Less than 10,5.00,24824,"10,000 - 24,999",24824.00,66.91,65 or more,66.91,-1.74,Sparse Data,-1.74,-0.61,Negligible Change,-0.61,24709,"20,000 - 49,999",24709.00,-21.89,Sparse Data,-21.89,0.72,Negligible Change,0.72,189,100 - 499,189.00,49,Less than 100,49.00,95,Less than 100,95.00,2842,"2,000 or more",2842.00
30069,30069,-1.54,Slight Decrease,-1.54,4,Less than 10,4.00,13381,"10,000 - 24,999",13381.00,60.44,55 - 64,60.44,-3.89,Sparse Data,-3.89,-1.18,Slight Decrease,-1.18,15693,"Less than 20,000",15693.00,(D),Sparse Data,,(D),Sparse Data,,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,256,100 - 499,256.00
30071,30071,-0.36,Negligible Change,-0.36,4,Less than 10,4.00,51592,"50,000 - 99,999",51592.00,67.09,65 or more,67.09,-4.13,Sparse Data,-4.13,0.00,Sparse Data,0.00,51317,"50,000 - 99,999",51317.00,(D),Sparse Data,,-1.38,Slight Decrease,-1.38,130,100 - 499,130.00,40,Less than 100,40.00,90,Less than 100,90.00,883,500 - 999,883.00
30073,30073,-0.26,Sparse Data,-0.26,3,Less than 10,3.00,16201,"10,000 - 24,999",16201.00,66.71,65 or more,66.71,0.21,Sparse Data,0.21,-0.36,Negligible Change,-0.36,15343,"Less than 20,000",15343.00,1.15,Sparse Data,1.15,-0.08,Sparse Data,-0.08,88,Less than 100,88.00,60,Less than 100,60.00,28,Less than 100,28.00,1174,"1,000 - 1,499",1174.00
30075,30075,-0.24,Negligible Change,-0.24,5,Less than 10,5.00,49065,"25,000 - 49,999",49065.00,57.76,55 - 64,57.76,6.02,Sparse Data,6.02,-0.16,Negligible Change,-0.16,61063,"50,000 - 99,999",61063.00,26.05,Sparse Data,26.05,0.26,Negligible Change,0.26,126,100 - 499,126.00,(D),Less than 100,,(D),Less than 100,,1148,"1,000 - 1,499",1148.00
30077,30077,-0.39,Negligible Change,-0.39,6,Less than 10,6.00,24352,"10,000 - 24,999",24352.00,69.10,65 or more,69.10,(D),Sparse Data,,(D),Negligible Change,,24357,"20,000 - 49,999",24357.00,-1.50,Sparse Data,-1.50,0.46,Sparse Data,0.46,50,Less than 100,50.00,(D),Less than 100,,(D),Less than 100,,919,500 - 999,919.00
30079,30079,1.03,Slight Increase,1.03,6,Less than 10,6.00,23705,"10,000 - 24,999",23705.00,49.16,45 - 54,49.16,-2.70,Sparse Data,-2.70,0.42,Negligible Change,0.42,33420,"20,000 - 49,999",33420.00,(D),Sparse Data,,1.25,Sparse Data,1.25,(D),100 - 499,,(D),Less than 100,,(D),100 - 499,,389,100 - 499,389.00
30081,30081,-0.63,Negligible Change,-0.63,11,10 - 24,11.00,16066,"10,000 - 24,999",16066.00,59.43,55 - 64,59.43,-1.13,Sparse Data,-1.13,0.10,Sparse Data,0.10,25981,"20,000 - 49,999",25981.00,-4.45,Sparse Data,-4.45,-0.28,Sparse Data,-0.28,868,500 - 999,868.00,448,100 - 499,448.00,322,100 - 499,322.00,3904,"2,000 or more",3904.00
30083,30083,-0.28,Negligible Change,-0.28,5,Less than 10,5.00,33238,"25,000 - 49,999",33238.00,52.52,45 - 54,52.52,-2.07,Sparse Data,-2.07,-0.07,Sparse Data,-0.07,46380,"20,000 - 49,999",46380.00,-26.53,Sparse Data,-26.53,0.10,Sparse Data,0.10,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,926,500 - 999,926.00
30085,30085,0.56,Negligible Change,0.56,2,Less than 10,2.00,19869,"10,000 - 24,999",19869.00,72.97,65 or more,72.97,(D),Sparse Data,,(D),Negligible Change,,20890,"20,000 - 49,999",20890.00,8.48,Sparse Data,8.48,-0.05,Sparse Data,-0.05,38,Less than 100,38.00,26,Less than 100,26.00,12,Less than 100,12.00,1207,"1,000 - 1,499",1207.00
30087,30087,-0.13,Negligible Change,-0.13,3,Less than 10,3.00,50219,"50,000 - 99,999",50219.00,54.85,45 - 54,54.85,-3.62,Sparse Data,-3.62,0.07,Sparse Data,0.07,71761,"50,000 - 99,999",71761.00,(D),Sparse Data,,1.93,Slight Increase,1.93,247,100 - 499,247.00,94,Less than 100,94.00,153,100 - 499,153.00,2627,"2,000 or more",2627.00
30089,30089,0.58,Negligible Change,0.58,2,Less than 10,2.00,10182,"10,000 - 24,999",10182.00,65.53,65 or more,65.53,-5.71,Sparse Data,-5.71,0.33,Sparse Data,0.33,13292,"Less than 20,000",13292.00,15.43,Sparse Data,15.43,-1.91,Sparse Data,-1.91,218,100 - 499,218.00,(D),Less than 100,,119,100 - 499,119.00,1107,"1,000 - 1,499",1107.00
30091,30091,-1.70,Slight Decrease,-1.70,2,Less than 10,2.00,11643,"10,000 - 24,999",11643.00,65.96,65 or more,65.96,(D),Sparse Data,,(D),Negligible Change,,13488,"Less than 20,000",13488.00,(D),Sparse Data,,-1.38,Sparse Data,-1.38,(D),Less than 100,,(D),Less than 100,,0,Less than 100,0.00,295,100 - 499,295.00
30093,30093,-1.13,Sparse Data,-1.13,6,Less than 10,6.00,2609,"Less than 10,000",2609.00,70.92,65 or more,70.92,(D),Sparse Data,,(D),Sparse Data,,2337,"Less than 20,000",2337.00,(D),Sparse Data,,0.85,Sparse Data,0.85,12,Less than 100,12.00,12,Less than 100,12.00,0,Less than 100,0.00,460,100 - 499,460.00
30095,30095,0.31,Negligible Change,0.31,6,Less than 10,6.00,26097,"25,000 - 49,999",26097.00,55.82,55 - 64,55.82,10.53,Sparse Data,10.53,0.41,Negligible Change,0.41,33722,"20,000 - 49,999",33722.00,16.20,Sparse Data,16.20,-0.57,Negligible Change,-0.57,1651,"1,500 - 1,999",1651.00,(D),Less than 100,,1601,"1,500 - 1,999",1601.00,1639,"1,500 - 1,999",1639.00
30097,30097,-0.45,Negligible Change,-0.45,4,Less than 10,4.00,24285,"10,000 - 24,999",24285.00,72.43,65 or more,72.43,-6.50,Sparse Data,-6.50,-0.01,Sparse Data,-0.01,23468,"20,000 - 49,999",23468.00,1.08,Sparse Data,1.08,-0.53,Negligible Change,-0.53,70,Less than 100,70.00,(D),Less than 100,,(D),Less than 100,,1273,"1,000 - 1,499",1273.00
30099,30099,-0.69,Negligible Change,-0.69,5,Less than 10,5.00,24367,"10,000 - 24,999",24367.00,52.97,45 - 54,52.97,(D),Sparse Data,,(D),Sparse Data,,31521,"20,000 - 49,999",31521.00,(D),Sparse Data,,-0.07,Sparse Data,-0.07,944,500 - 999,944.00,(D),Less than 100,,(D),500 - 999,,1816,"1,500 - 1,999",1816.00
